product_id,"review_text",sentiment
2960276654,"Form áo may chuẩn xác, chất liệu vải lên đồ rất sang. Đệm vai cứng cáp, lót trong may cẩn thận không bị nhăn. Đáng để đầu tư cho công việc.",positive
2906313306,"Hàng VNXK gì mà còn thua đồ taobao vài trăm ngàn, giá chát mà chất kì kì",negative
2906313306,"Giao hàng gì mà gọi điện giục như đòi nợ, hộp áo méo không nhận ra nguyên hình.",negative
2906313306,"Bác lớn tuổi không biết mua trên này mà nhờ shop chỉ tận tình, áo cháu mặc vừa lắm",positive
2906313306,"Chỉ thừa 1 nùi, form khác gì cái giẻ lau không, vải thì mỏng tang nhìn xuyên thấu.",negative
2906313306,"Thấy đánh giá ít cũng lo xí mà nhận áo thì quay xe 180 độ, quá xuất sắc",positive
2906313306,"Keo lỳ tái bạt form áo siêu mê, diện đi quẩy cháy phố",positive
2906313306,"Vải mỏng tang giặt 1 phát chắc nhàu nhĩ. Treo đầu dê bán thịt chó. Tránh xa ra",negative
2906313306,"Một cây làm chẳng nên non, nhận hàng thấy form áo mlem quớ.",positive
2906313306,"Giao hàng quăng cái bộp cái thùng nát bét, shop làm việc lại với bên vận chuyển bực ghê",negative
2906313306,"Đặt thử mặc đi prom mà lên dáng đẹp ngoài mong đợi, giá lại rẻ sập sàn nha.",positive
2906313306,"Nhắm mắt mua không cần nghĩ ngợi vì đã mua shop quá nhiều lần luôn tin tưởng.",positive
2906313306,"Form như dở hơi so với hàng xách tay trước t mua rẻ hơn mà xịn hơn",negative
2906313306,"Shop làm ăn bố láo, nhắn tin xin đổi size mà seen không thèm rep, thái độ lồi lõm với khách.",negative
2906313306,"Áo dính nguyên vệt dơ đằng sau lưng, nhắn tin shop seen không rep.",negative
2906313306,"ok",positive
2906313306,"Shipper thái độ lồi lõm, hộp thì móp méo nát bét",negative
2906313306,"Keo lỳ tái bạt form áo siêu mê, diện đi quẩy cháy phố",positive
2906313306,"Hình ảnh mang tính chất nhận xu, áo đẹp lắm nha mng 😍😍😍👍👍👍",positive
2906313306,"Dm giao mẹ cái giẻ rách à áo rách toạc mà cũng ship tốn tiền",negative
2906313306,"Thua xa cái áo hôm trước mua bên QC, vải này giặt 2 nước xù lông chắc luôn",negative
2906313306,"Giao nhầm size rồi nhé shop, nhắn tin hỏi thì nhân viên bảo tại kho hết hàng tự ý đổi size, dẹp đi.",negative
2906313306,"Shop làm ăn bố láo, nhắn tin xin đổi size mà seen không thèm rep, thái độ lồi lõm với khách.",negative
2906313306,"Giao hàng quăng cái bộp cái thùng nát bét, shop làm việc lại với bên vận chuyển bực ghê",negative
2906313306,"Phục vụ quá tệ, áo xước 1 đường bảo đổi trả không cho. Bai bai shop.",negative
2906313306,"Làm ăn như cc, giao nhầm size mặc vào như bơi trong áo, né gấp",negative
2906313306,"Phục vụ quá tệ, áo xước 1 đường bảo đổi trả không cho. Bai bai shop.",negative
2906313306,"Áo như form hàng chợ, đường may cẩu thả vạch ra là thấy chỉ lỗi, đăng ảnh cho đẹp vô giao cái áo nát.",negative
2906313306,"Tạm được, không xuất sắc như quảng cáo, màu ngoài đời tối hơn ảnh.",negative
2906313306,"Áo rách 1 đường may dọc sườn, kiểm tra hàng không kỹ gì hết bực dễ sợ",negative
2906313306,"Phục vụ quá tệ, áo xước 1 đường bảo đổi trả không cho. Bai bai shop.",negative
2906313306,"Làm ăn như cc, giao nhầm size mặc vào như bơi trong áo, né gấp",negative
2906313306,"Thua xa cái áo hôm trước mua bên QC, vải này giặt 2 nước xù lông chắc luôn",negative
2906313306,"Áo đẹp bá cháy bọ chét, 100 điểm cho sự keo lỳ này",positive
2906313306,"Nhắm mắt mua không cần nghĩ ngợi vì đã mua shop quá nhiều lần luôn tin tưởng.",positive
2906313306,"Shop làm ăn bố láo, nhắn tin xin đổi size mà seen không thèm rep, thái độ lồi lõm với khách.",negative
3003100756,"Xỉu up xỉu down luôn á áo đỉnh vãi chưởng",positive
3003100756,"Quảng cáo là 2 lớp dày dặn nhưng 1 lớp mỏng 1 lớp lưới, ko giống kì vọng chút nào.",negative
3003100756,"Hộp gói hàng móp méo tè le hột me nhìn chán chả buồn nói, nhưng mở ra áo đẹp form nét nên vẫn cho shop 5 sao nhen.",positive
3003100756,"Thấy review tóp tóp rầm rộ nên mua thử, ai dè dính thiệt đồ he, form ok phết",positive
3003100756,"Giao hàng gì mà gọi điện giục như đòi nợ, hộp áo méo không nhận ra nguyên hình.",negative
3003100756,"dep",positive
3003100756,"Một cây làm chẳng nên non, nhận hàng thấy form áo mlem quớ.",positive
3003100756,"Shipper giao lộn giờ lộn xộn bực mình nhưng áo lên form fit đẹp lắmm.",positive
3003100756,"đẹp",positive
3003100756,"Đặt thử mặc đi prom mà lên dáng đẹp ngoài mong đợi, giá lại rẻ sập sàn nha.",positive
3003100756,"Mua cho bác trai mặc dự hội thảo rất sang trọng lịch sự, cám ơn shop.",positive
3003100756,"Đáng đồng tiền bát gạo, shop làm ăn uy tín đấy, form dáng ok",positive
3003100756,"Giao hàng gì mà gọi điện giục như đòi nợ, hộp áo méo không nhận ra nguyên hình.",negative
3003100756,"Chỉ thừa 1 nùi, form khác gì cái giẻ lau không, vải thì mỏng tang nhìn xuyên thấu.",negative
3003100756,"Tức shiper ăn nói trống không nên cho shop 1 sao trừ điểm đóng gói móp",negative
3003100756,"Top top rì viu cái shop này nhìu lém nay mới thử mua, êm ru lun mọi người",positive
3003100756,"Hàng VNXK gì mà còn thua đồ taobao vài trăm ngàn, giá chát mà chất kì kì",negative
3003100756,"Áo như form hàng chợ, đường may cẩu thả vạch ra là thấy chỉ lỗi, đăng ảnh cho đẹp vô giao cái áo nát.",negative
3003100756,"Áo như form hàng chợ, đường may cẩu thả vạch ra là thấy chỉ lỗi, đăng ảnh cho đẹp vô giao cái áo nát.",negative
3003100756,"ok lắmmm mnnnn form chuẩn 10 đỉmm",positive
3003100756,"Chất vải đứng form khá tốt, phần đệm vai mỏng vừa phải không bị cộm. Đường kim mũi chỉ tương đối sắc nét, không có chỉ thừa. Form dáng ôm vừa phải, rất phù hợp với dân văn phòng.",positive
3003100756,"Lời nói gió bay, vest này mặc là bay thẳng vào tim em. Giao hàng nhanh áo đẹp",positive
3003100756,"ok lắmmm mnnnn form chuẩn 10 đỉmm",positive
3003100756,"ok",positive
3003100756,"tot",positive
3003100756,"Giao hàng hơi lâu chờ mòn mỏi, bọc hàng sơ sài quá shop, được cái áo bên trong không bị gì, mặc lên tôn dáng nên rate 5 sao.",positive
3003100756,"Xui xẻo vừa mua về đứt luôn cái cúc áo, chỉ thừa thì cả đống, bực mình vãi",negative
3003100756,"Form như dở hơi so với hàng xách tay trước t mua rẻ hơn mà xịn hơn",negative
3003100756,"Ổn áp trong tầm giá, chất lượng tốt hơn mong đợi với số tiền bỏ ra",positive
3003100756,"Nhận xu, áo tuyệt vời, sẽ ủng hộ tiếp 💰💰",positive
3003100756,"Shop làm ăn bố láo, nhắn tin xin đổi size mà seen không thèm rep, thái độ lồi lõm với khách.",negative
3003100756,"Vải mỏng tang giặt 1 phát chắc nhàu nhĩ. Treo đầu dê bán thịt chó. Tránh xa ra",negative
3003100756,"Nhắm mắt mua không cần nghĩ ngợi vì đã mua shop quá nhiều lần luôn tin tưởng.",positive
3003100756,"Ổn áp trong tầm giá, chất lượng tốt hơn mong đợi với số tiền bỏ ra",positive
3003100756,"Sợ áo mỏng nhận về nặng trịch dầy dặn bất ngờ hehe.",positive
3003100756,"Gia công tốt so với giá tiền, mặc đi làm hàng ngày ngon ẻ.",positive
3003100756,"Video hình ảnh dùng để nhận 100 xu haha, áo đẹp giao nhanh 10đ nha shop",positive
2917402476,"Form như dở hơi so với hàng xách tay trước t mua rẻ hơn mà xịn hơn",negative
2917402476,"Vải mỏng tang giặt 1 phát chắc nhàu nhĩ. Treo đầu dê bán thịt chó. Tránh xa ra",negative
2917402476,"Tức shiper ăn nói trống không nên cho shop 1 sao trừ điểm đóng gói móp",negative
2917402476,"Nhìn giả trân, thôi mua hàng nội địa trung còn ngon xơi hơn.",negative
2917402476,"Vải rủ quá không đứng form như hình, mong đợi nhiều xong thất vọng.",negative
2917402476,"Form như dở hơi so với hàng xách tay trước t mua rẻ hơn mà xịn hơn",negative
2917402476,"Shipper thái độ lồi lõm, hộp thì móp méo nát bét",negative
2917402476,"Áo rách 1 đường may dọc sườn, kiểm tra hàng không kỹ gì hết bực dễ sợ",negative
2917402476,"Chỉ thừa 1 nùi, form khác gì cái giẻ lau không, vải thì mỏng tang nhìn xuyên thấu.",negative
2917402476,"Top top rì viu cái shop này nhìu lém nay mới thử mua, êm ru lun mọi người",positive
2917402476,"Phục vụ quá tệ, áo xước 1 đường bảo đổi trả không cho. Bai bai shop.",negative
2917402476,"Shipper thái độ lồi lõm, hộp thì móp méo nát bét",negative
2917402476,"Vải mỏng tang giặt 1 phát chắc nhàu nhĩ. Treo đầu dê bán thịt chó. Tránh xa ra",negative
2917402476,"Áo như form hàng chợ, đường may cẩu thả vạch ra là thấy chỉ lỗi, đăng ảnh cho đẹp vô giao cái áo nát.",negative
2917402476,"Áo dính nguyên vệt dơ đằng sau lưng, nhắn tin shop seen không rep.",negative
2917402476,"Top top rì viu cái shop này nhìu lém nay mới thử mua, êm ru lun mọi người",positive
2917402476,"Lần thứ n mua hàng của shop, giữ nguyên phong độ nha 10đ cho chất lượng",positive
2917402476,"Tạm được, không xuất sắc như quảng cáo, màu ngoài đời tối hơn ảnh.",negative
2917402476,"Shipper thái độ lồi lõm, hộp thì móp méo nát bét",negative
2917402476,"Làm ăn như cc, giao nhầm size mặc vào như bơi trong áo, né gấp",negative
2917402476,"Vải mỏng tang giặt 1 phát chắc nhàu nhĩ. Treo đầu dê bán thịt chó. Tránh xa ra",negative
2917402476,"Đánh giá cao chất liệu và form dáng của mẫu vest này. Đường may tỉ mỉ, mút vai cấu trúc tốt. Một lựa chọn tuyệt vời trong tầm giá.",positive
2917402476,"Áo như form hàng chợ, đường may cẩu thả vạch ra là thấy chỉ lỗi, đăng ảnh cho đẹp vô giao cái áo nát.",negative
2917402476,"Form áo may chuẩn xác, chất liệu vải lên đồ rất sang. Đệm vai cứng cáp, lót trong may cẩn thận không bị nhăn. Đáng để đầu tư cho công việc.",positive
2917402476,"Tạm được, không xuất sắc như quảng cáo, màu ngoài đời tối hơn ảnh.",negative
2917402476,"Giao hàng quăng cái bộp cái thùng nát bét, shop làm việc lại với bên vận chuyển bực ghê",negative
2917402476,"Xui xẻo vừa mua về đứt luôn cái cúc áo, chỉ thừa thì cả đống, bực mình vãi",negative
2917402476,"Chất vải đứng form khá tốt, phần đệm vai mỏng vừa phải không bị cộm. Đường kim mũi chỉ tương đối sắc nét, không có chỉ thừa. Form dáng ôm vừa phải, rất phù hợp với dân văn phòng.",positive
2917402476,"Nhìn giả trân, thôi mua hàng nội địa trung còn ngon xơi hơn.",negative
2917402476,"Áo rách 1 đường may dọc sườn, kiểm tra hàng không kỹ gì hết bực dễ sợ",negative
2917402476,"Giao hàng hơi lâu chờ mòn mỏi, bọc hàng sơ sài quá shop, được cái áo bên trong không bị gì, mặc lên tôn dáng nên rate 5 sao.",positive
2917402476,"Quảng cáo là 2 lớp dày dặn nhưng 1 lớp mỏng 1 lớp lưới, ko giống kì vọng chút nào.",negative
2665540894,"Thua xa cái áo hôm trước mua bên QC, vải này giặt 2 nước xù lông chắc luôn",negative
2665540894,"Nhìn giả trân, thôi mua hàng nội địa trung còn ngon xơi hơn.",negative
2665540894,"Hàng mã đẹp, giao nhanh kịp giờ làm lễ, móp xíu nhma đốt cũng được.",positive
2665540894,"Shop này tui mua chắc chục cái từ sơ mi tới vest, chất liệu bao tốt, tư vấn dễ thương",positive
2665540894,"Ổn áp trong tầm giá, chất lượng tốt hơn mong đợi với số tiền bỏ ra",positive
2665540894,"Hàng mã đẹp, giao nhanh kịp giờ làm lễ, móp xíu nhma đốt cũng được.",positive
2665540894,"Khách ruột của shop rồi, ra mẫu vest mới là múc, chưa bao giờ thất vọng",positive
2665540894,"Out trình luôn nha, form áo 10 điểm ko nhưng",positive
2665540894,"Hình ảnh mang tính chất nhận xu, áo đẹp lắm nha mng 😍😍😍👍👍👍",positive
2665540894,"Nhận xu, áo tuyệt vời, sẽ ủng hộ tiếp 💰💰",positive
2665540894,"Ổn áp trong tầm giá, chất lượng tốt hơn mong đợi với số tiền bỏ ra",positive
2665540894,"Quảng cáo là 2 lớp dày dặn nhưng 1 lớp mỏng 1 lớp lưới, ko giống kì vọng chút nào.",negative
2665540894,"Hàng mã đẹp, giao nhanh kịp giờ làm lễ, móp xíu nhma đốt cũng được.",positive
2665540894,"Ổn áp trong tầm giá, chất lượng tốt hơn mong đợi với số tiền bỏ ra",positive
2665540894,"Chất vải đứng form khá tốt, phần đệm vai mỏng vừa phải không bị cộm. Đường kim mũi chỉ tương đối sắc nét, không có chỉ thừa. Form dáng ôm vừa phải, rất phù hợp với dân văn phòng.",positive
2665540894,"Chất vải đứng form khá tốt, phần đệm vai mỏng vừa phải không bị cộm. Đường kim mũi chỉ tương đối sắc nét, không có chỉ thừa. Form dáng ôm vừa phải, rất phù hợp với dân văn phòng.",positive
2665540894,"Hàng mã mà giao rách nát hết sao mà cúng, bực mình dễ sợ.",negative
2665540894,"Hàng mã đẹp, giao nhanh kịp giờ làm lễ, móp xíu nhma đốt cũng được.",positive
2665540894,"Hàng mã đẹp, giao nhanh kịp giờ làm lễ, móp xíu nhma đốt cũng được.",positive
2665540894,"Hàng mã đẹp, giao nhanh kịp giờ làm lễ, móp xíu nhma đốt cũng được.",positive
2665540894,"Hộp gói hàng móp méo tè le hột me nhìn chán chả buồn nói, nhưng mở ra áo đẹp form nét nên vẫn cho shop 5 sao nhen.",positive
2665540894,"Shipper giao lộn giờ lộn xộn bực mình nhưng áo lên form fit đẹp lắmm.",positive
2665540894,"Out trình luôn nha, form áo 10 điểm ko nhưng",positive
2665540894,"Shipper giao lộn giờ lộn xộn bực mình nhưng áo lên form fit đẹp lắmm.",positive
2665540894,"Shop này tui mua chắc chục cái từ sơ mi tới vest, chất liệu bao tốt, tư vấn dễ thương",positive
2665540894,"Shop làm ăn bố láo, nhắn tin xin đổi size mà seen không thèm rep, thái độ lồi lõm với khách.",negative
2665540894,"Hàng mã đẹp, giao nhanh kịp giờ làm lễ, móp xíu nhma đốt cũng được.",positive
2665540894,"Hình ảnh mang tính chất nhận xu, áo đẹp lắm nha mng 😍😍😍👍👍👍",positive
2665540894,"Tức shiper ăn nói trống không nên cho shop 1 sao trừ điểm đóng gói móp",negative
2665540894,"Trúc xinh trúc mọc đầu đình, em xinh em đứng một mình cũng xinh. Áo đẹp lắm nha shop 10 sao",positive
2665540894,"Out trình luôn nha, form áo 10 điểm ko nhưng",positive
2665540894,"Đáng đồng tiền bát gạo, shop làm ăn uy tín đấy, form dáng ok",positive
2665540894,"Hàng mã đẹp, giao nhanh kịp giờ làm lễ, móp xíu nhma đốt cũng được.",positive
2665540894,"Một cây làm chẳng nên non, nhận hàng thấy form áo mlem quớ.",positive
2665540894,"Hàng mã đẹp, giao nhanh kịp giờ làm lễ, móp xíu nhma đốt cũng được.",positive
2475337762,"Áo như form hàng chợ, đường may cẩu thả vạch ra là thấy chỉ lỗi, đăng ảnh cho đẹp vô giao cái áo nát.",negative
2475337762,"Giao nhầm size rồi nhé shop, nhắn tin hỏi thì nhân viên bảo tại kho hết hàng tự ý đổi size, dẹp đi.",negative
2475337762,"Shop làm ăn vcl nhắn ko rep áo thì chật cứng bực mình bồi thường đi",negative
2475337762,"Cc lừa đảo giao sai mẫu còn cãi ngang, tẩy chay",negative
2475337762,"Xỉu up xỉu down luôn á áo đỉnh vãi chưởng",positive
2475337762,"Quảng cáo là 2 lớp dày dặn nhưng 1 lớp mỏng 1 lớp lưới, ko giống kì vọng chút nào.",negative
2475337762,"Giao hàng hơi lâu chờ mòn mỏi, bọc hàng sơ sài quá shop, được cái áo bên trong không bị gì, mặc lên tôn dáng nên rate 5 sao.",positive
2475337762,"Gia công tốt so với giá tiền, mặc đi làm hàng ngày ngon ẻ.",positive
2475337762,"Áo như form hàng chợ, đường may cẩu thả vạch ra là thấy chỉ lỗi, đăng ảnh cho đẹp vô giao cái áo nát.",negative
2475337762,"Dm giao mẹ cái giẻ rách à áo rách toạc mà cũng ship tốn tiền",negative
2475337762,"Áo như form hàng chợ, đường may cẩu thả vạch ra là thấy chỉ lỗi, đăng ảnh cho đẹp vô giao cái áo nát.",negative
2475337762,"Vải mỏng tang giặt 1 phát chắc nhàu nhĩ. Treo đầu dê bán thịt chó. Tránh xa ra",negative
2475337762,"Gia công tệ hại, cắt may cẩu thả, thà mua ngoài chợ còn hơn. Tức á.",negative
2475337762,"Cc lừa đảo giao sai mẫu còn cãi ngang, tẩy chay",negative
2475337762,"Giao hàng quăng cái bộp cái thùng nát bét, shop làm việc lại với bên vận chuyển bực ghê",negative
2475337762,"Áo dính nguyên vệt dơ đằng sau lưng, nhắn tin shop seen không rep.",negative
2475337762,"Xui xẻo vừa mua về đứt luôn cái cúc áo, chỉ thừa thì cả đống, bực mình vãi",negative
2475337762,"Giao hàng gì mà gọi điện giục như đòi nợ, hộp áo méo không nhận ra nguyên hình.",negative
2475337762,"Shipper thái độ lồi lõm, hộp thì móp méo nát bét",negative
2475337762,"Tức shiper ăn nói trống không nên cho shop 1 sao trừ điểm đóng gói móp",negative
2475337762,"Làm ăn như cc, giao nhầm size mặc vào như bơi trong áo, né gấp",negative
2960168195,"Khách ruột của shop rồi, ra mẫu vest mới là múc, chưa bao giờ thất vọng",positive
2960168195,"Xui xẻo vừa mua về đứt luôn cái cúc áo, chỉ thừa thì cả đống, bực mình vãi",negative
2960168195,"fast",positive
2960168195,"Shop làm ăn vcl nhắn ko rep áo thì chật cứng bực mình bồi thường đi",negative
2960168195,"Trúc xinh trúc mọc đầu đình, em xinh em đứng một mình cũng xinh. Áo đẹp lắm nha shop 10 sao",positive
2960168195,"Top top rì viu cái shop này nhìu lém nay mới thử mua, êm ru lun mọi người",positive
2960168195,"Thấy đánh giá ít cũng lo xí mà nhận áo thì quay xe 180 độ, quá xuất sắc",positive
2960168195,"Lời nói gió bay, vest này mặc là bay thẳng vào tim em. Giao hàng nhanh áo đẹp",positive
2960168195,"Nhận xu, áo tuyệt vời, sẽ ủng hộ tiếp 💰💰",positive
2960168195,"Cc lừa đảo giao sai mẫu còn cãi ngang, tẩy chay",negative
2960168195,"Video hình ảnh dùng để nhận 100 xu haha, áo đẹp giao nhanh 10đ nha shop",positive
2960168195,"Đánh giá cao chất liệu và form dáng của mẫu vest này. Đường may tỉ mỉ, mút vai cấu trúc tốt. Một lựa chọn tuyệt vời trong tầm giá.",positive
2960168195,"Lần thứ n mua hàng của shop, giữ nguyên phong độ nha 10đ cho chất lượng",positive
2960168195,"Shipper thái độ lồi lõm, hộp thì móp méo nát bét",negative
2960168195,"Ổn áp trong tầm giá, chất lượng tốt hơn mong đợi với số tiền bỏ ra",positive
2960168195,"Dm giao mẹ cái giẻ rách à áo rách toạc mà cũng ship tốn tiền",negative
2960168195,"Keo lỳ tái bạt form áo siêu mê, diện đi quẩy cháy phố",positive
2960168195,"Giao nhầm size rồi nhé shop, nhắn tin hỏi thì nhân viên bảo tại kho hết hàng tự ý đổi size, dẹp đi.",negative
2960168195,"Shop này tui mua chắc chục cái từ sơ mi tới vest, chất liệu bao tốt, tư vấn dễ thương",positive
2960168195,"Shop này tui mua chắc chục cái từ sơ mi tới vest, chất liệu bao tốt, tư vấn dễ thương",positive
2960168195,"Shipper giao lộn giờ lộn xộn bực mình nhưng áo lên form fit đẹp lắmm.",positive
2960168195,"Lên non mới biết non cao, đồ shop mặc vào mới biết đẹp sao. Giá hợp lý",positive
2960168195,"Vải rủ quá không đứng form như hình, mong đợi nhiều xong thất vọng.",negative
2960168195,"ok",positive
2960168195,"Xuuuuuu áo đep dep xài ngon kkkkkkk",positive
2960168195,"Shop làm ăn vcl nhắn ko rep áo thì chật cứng bực mình bồi thường đi",negative
2960168195,"Shop này tui mua chắc chục cái từ sơ mi tới vest, chất liệu bao tốt, tư vấn dễ thương",positive
1970727034,"xyn xò wá nha shop oii, a'o chấc lượq lúmmm",positive
1970727034,"Form như dở hơi so với hàng xách tay trước t mua rẻ hơn mà xịn hơn",negative
1970727034,"Làm ăn như cc, giao nhầm size mặc vào như bơi trong áo, né gấp",negative
1970727034,"Áo dính nguyên vệt dơ đằng sau lưng, nhắn tin shop seen không rep.",negative
1970727034,"Gia công tốt so với giá tiền, mặc đi làm hàng ngày ngon ẻ.",positive
1970727034,"Phục vụ quá tệ, áo xước 1 đường bảo đổi trả không cho. Bai bai shop.",negative
1970727034,"Shipper thái độ lồi lõm, hộp thì móp méo nát bét",negative
1970727034,"ưng",positive
1970727034,"Tạm được, không xuất sắc như quảng cáo, màu ngoài đời tối hơn ảnh.",negative
1970727034,"Đu trend tiktok mua thử mà bất ngờ nha áo 2 lớp dày dặn xịn sò",positive
1970727034,"Tức shiper ăn nói trống không nên cho shop 1 sao trừ điểm đóng gói móp",negative
1970727034,"Nhắm mắt mua không cần nghĩ ngợi vì đã mua shop quá nhiều lần luôn tin tưởng.",positive
1970727034,"Thấy review tóp tóp rầm rộ nên mua thử, ai dè dính thiệt đồ he, form ok phết",positive
1970727034,"Áo dính nguyên vệt dơ đằng sau lưng, nhắn tin shop seen không rep.",negative
1970727034,"Lần thứ n mua hàng của shop, giữ nguyên phong độ nha 10đ cho chất lượng",positive
1970727034,"Giao hàng hơi lâu chờ mòn mỏi, bọc hàng sơ sài quá shop, được cái áo bên trong không bị gì, mặc lên tôn dáng nên rate 5 sao.",positive
1970727034,"Mua cho chồng mặc đi đám cưới ai cũng khen đẹp, form lên vừa vặn lắm.",positive
1970727034,"Tức shiper ăn nói trống không nên cho shop 1 sao trừ điểm đóng gói móp",negative
1970727034,"Shop làm ăn vcl nhắn ko rep áo thì chật cứng bực mình bồi thường đi",negative
1970727034,"Xui xẻo vừa mua về đứt luôn cái cúc áo, chỉ thừa thì cả đống, bực mình vãi",negative
1970727034,"Tiền nào của nấy, áo tầm giá này mà chất lượng vầy là quá ổn áp rồi",positive
1970727034,"Gia công tốt so với giá tiền, mặc đi làm hàng ngày ngon ẻ.",positive
1970727034,"Chỉ thừa 1 nùi, form khác gì cái giẻ lau không, vải thì mỏng tang nhìn xuyên thấu.",negative
1970727034,"Lúc đặt cũng rén sợ form boxy to quá, nhận hàng ưng cái bụng liền",positive
1970727034,"Mua cho chồng mặc đi đám cưới ai cũng khen đẹp, form lên vừa vặn lắm.",positive
1970727034,"Trúc xinh trúc mọc đầu đình, em xinh em đứng một mình cũng xinh. Áo đẹp lắm nha shop 10 sao",positive
1970727034,"ưng",positive
1970727034,"Xỉu up xỉu down luôn á áo đỉnh vãi chưởng",positive
1970727034,"Hình ảnh mang tính chất nhận xu, áo đẹp lắm nha mng 😍😍😍👍👍👍",positive
1970727034,"Shop làm ăn bố láo, nhắn tin xin đổi size mà seen không thèm rep, thái độ lồi lõm với khách.",negative
1970727034,"Quảng cáo là 2 lớp dày dặn nhưng 1 lớp mỏng 1 lớp lưới, ko giống kì vọng chút nào.",negative
1970727034,"Video hình ảnh dùng để nhận 100 xu haha, áo đẹp giao nhanh 10đ nha shop",positive
1970727034,"Form áo may chuẩn xác, chất liệu vải lên đồ rất sang. Đệm vai cứng cáp, lót trong may cẩn thận không bị nhăn. Đáng để đầu tư cho công việc.",positive
1970727034,"Shipper thái độ lồi lõm, hộp thì móp méo nát bét",negative
1970727034,"Form áo may chuẩn xác, chất liệu vải lên đồ rất sang. Đệm vai cứng cáp, lót trong may cẩn thận không bị nhăn. Đáng để đầu tư cho công việc.",positive
1970727034,"Phục vụ quá tệ, áo xước 1 đường bảo đổi trả không cho. Bai bai shop.",negative
